x_mm,y_mm,z_mm
1100.000,498.399,39.978
1100.000,497.500,49.942
1100.000,496.401,59.886
1100.000,495.103,69.807
1100.000,493.607,79.699
1100.000,491.914,89.560
1100.000,490.023,99.384
1100.000,487.937,109.169
1100.000,485.655,118.910
1100.000,483.178,128.604
1100.000,480.508,138.246
1100.000,477.646,147.833
1100.000,474.592,157.360
1100.000,471.349,166.825
1100.000,467.916,176.223
1100.000,464.297,185.550
1100.000,460.491,194.803
1100.000,456.501,203.977
1100.000,452.328,213.071
1100.000,447.974,222.079
1100.000,443.441,230.998
1100.000,438.730,239.824
1100.000,433.844,248.555
1100.000,428.784,257.185
1100.000,423.552,265.713
1100.000,418.151,274.135
1100.000,412.582,282.447
1100.000,406.848,290.646
1100.000,400.951,298.728
1100.000,394.893,306.691
1100.000,388.678,314.531
1100.000,382.307,322.245
1100.000,375.782,329.830
1100.000,369.108,337.283
1100.000,362.285,344.600
1100.000,355.318,351.780
1100.000,348.208,358.819
1100.000,340.959,365.715
1100.000,333.573,372.464
1100.000,326.053,379.064
1100.000,318.404,385.512
1100.000,310.626,391.805
1100.000,302.724,397.942
1100.000,294.701,403.920
1100.000,286.561,409.735
1100.000,278.305,415.387
1100.000,269.938,420.872
1100.000,261.463,426.189
1100.000,252.883,431.336
1100.000,244.201,436.309
1100.000,235.423,441.108
1100.000,226.549,445.730
1100.000,217.586,450.174
1100.000,208.535,454.437
1100.000,199.400,458.519
1100.000,190.186,462.417
1100.000,180.895,466.130
1100.000,171.532,469.656
1100.000,162.101,472.994
1100.000,152.604,476.143
1100.000,143.047,479.101
1100.000,133.432,481.867
1100.000,123.763,484.441
1100.000,114.046,486.820
1100.000,104.282,489.004
1100.000,94.477,490.993
1100.000,84.634,492.785
1100.000,74.757,494.380
1100.000,64.850,495.777
1100.000,54.917,496.975
1100.000,44.962,497.974
1100.000,34.989,498.774
1100.000,25.002,499.374
1100.000,15.005,499.775
1100.000,5.002,499.975
1100.000,-5.002,499.975
1100.000,-15.005,499.775
1100.000,-25.002,499.374
1100.000,-34.989,498.774
1100.000,-44.962,497.974
1100.000,-54.917,496.975
1100.000,-64.850,495.777
1100.000,-74.757,494.380
1100.000,-84.634,492.785
1100.000,-94.477,490.993
1100.000,-104.282,489.004
1100.000,-114.046,486.820
1100.000,-123.763,484.441
1100.000,-133.432,481.867
1100.000,-143.047,479.101
1100.000,-152.604,476.143
1100.000,-162.101,472.994
1100.000,-171.532,469.656
1100.000,-180.895,466.130
1100.000,-190.186,462.417
1100.000,-199.400,458.519
1100.000,-208.535,454.437
1100.000,-217.586,450.174
1100.000,-226.549,445.730
1100.000,-235.423,441.108
1100.000,-244.201,436.309
1100.000,-252.883,431.336
1100.000,-261.463,426.189
1100.000,-269.938,420.872
1100.000,-278.305,415.387
1100.000,-286.561,409.735
1100.000,-294.701,403.920
1100.000,-302.724,397.942
1100.000,-310.626,391.805
1100.000,-318.404,385.512
1100.000,-326.053,379.064
1100.000,-333.573,372.464
1100.000,-340.959,365.715
1100.000,-348.208,358.819
1100.000,-355.318,351.780
1100.000,-362.285,344.600
1100.000,-369.108,337.283
1100.000,-375.782,329.830
1100.000,-382.307,322.245
1100.000,-388.678,314.531
1100.000,-394.893,306.691
1100.000,-400.951,298.728
1100.000,-406.848,290.646
1100.000,-412.582,282.447
1100.000,-418.151,274.135
1100.000,-423.552,265.713
1100.000,-428.784,257.185
1100.000,-433.844,248.555
1100.000,-438.730,239.824
1100.000,-443.441,230.998
1100.000,-447.974,222.079
1100.000,-452.328,213.071
1100.000,-456.501,203.977
1100.000,-460.491,194.803
1100.000,-464.297,185.550
1100.000,-467.916,176.223
1100.000,-471.349,166.825
1100.000,-474.592,157.360
1100.000,-477.646,147.833
1100.000,-480.508,138.246
1100.000,-483.178,128.604
1100.000,-485.655,118.910
1100.000,-487.937,109.169
1100.000,-490.023,99.384
1100.000,-491.914,89.560
1100.000,-493.607,79.699
1100.000,-495.103,69.807
1100.000,-496.401,59.886
1100.000,-497.500,49.942
1100.000,-498.399,39.978
1100.000,-499.099,29.997
1100.000,-499.600,20.005
1100.000,-499.900,10.004
1100.000,-500.000,0.000
1110.000,500.000,0.000
1110.000,499.900,10.004
1110.000,499.600,20.005
1110.000,499.099,29.997
1110.000,498.399,39.978
1110.000,497.500,49.942
1110.000,496.401,59.886
1110.000,495.103,69.807
1110.000,493.607,79.699
1110.000,491.914,89.560
1110.000,490.023,99.384
1110.000,487.937,109.169
1110.000,485.655,118.910
1110.000,483.178,128.604
1110.000,480.508,138.246
1110.000,477.646,147.833
1110.000,474.592,157.360
1110.000,471.349,166.825
1110.000,467.916,176.223
1110.000,464.297,185.550
1110.000,460.491,194.803
1110.000,456.501,203.977
1110.000,452.328,213.071
1110.000,447.974,222.079
1110.000,443.441,230.998
1110.000,438.730,239.824
1110.000,433.844,248.555
1110.000,428.784,257.185
1110.000,423.552,265.713
1110.000,418.151,274.135
1110.000,412.582,282.447
1110.000,406.848,290.646
1110.000,400.951,298.728
1110.000,394.893,306.691
1110.000,388.678,314.531
1110.000,382.307,322.245
1110.000,375.782,329.830
1110.000,369.108,337.283
1110.000,362.285,344.600
1110.000,355.318,351.780
1110.000,348.208,358.819
1110.000,340.959,365.715
1110.000,333.573,372.464
1110.000,326.053,379.064
1110.000,318.404,385.512
1110.000,310.626,391.805
1110.000,302.724,397.942
1110.000,294.701,403.920
1110.000,286.561,409.735
1110.000,278.305,415.387
1110.000,269.938,420.872
1110.000,261.463,426.189
1110.000,252.883,431.336
1110.000,244.201,436.309
1110.000,235.423,441.108
1110.000,226.549,445.730
1110.000,217.586,450.174
1110.000,208.535,454.437
1110.000,199.400,458.519
1110.000,190.186,462.417
1110.000,180.895,466.130
1110.000,171.532,469.656
1110.000,162.101,472.994
1110.000,152.604,476.143
1110.000,143.047,479.101
1110.000,133.432,481.867
1110.000,123.763,484.441
1110.000,114.046,486.820
1110.000,104.282,489.004
1110.000,94.477,490.993
1110.000,84.634,492.785
1110.000,74.757,494.380
1110.000,64.850,495.777
1110.000,54.917,496.975
1110.000,44.962,497.974
1110.000,34.989,498.774
1110.000,25.002,499.374
1110.000,15.005,499.775
1110.000,5.002,499.975
1110.000,-5.002,499.975
1110.000,-15.005,499.775
1110.000,-25.002,499.374
1110.000,-34.989,498.774
1110.000,-44.962,497.974
1110.000,-54.917,496.975
1110.000,-64.850,495.777
1110.000,-74.757,494.380
1110.000,-84.634,492.785
1110.000,-94.477,490.993
1110.000,-104.282,489.004
1110.000,-114.046,486.820
1110.000,-123.763,484.441
1110.000,-133.432,481.867
1110.000,-143.047,479.101
1110.000,-152.604,476.143
1110.000,-162.101,472.994
1110.000,-171.532,469.656
1110.000,-180.895,466.130
1110.000,-190.186,462.417
1110.000,-199.400,458.519
1110.000,-208.535,454.437
1110.000,-217.586,450.174
1110.000,-226.549,445.730
1110.000,-235.423,441.108
1110.000,-244.201,436.309
1110.000,-252.883,431.336
1110.000,-261.463,426.189
1110.000,-269.938,420.872
1110.000,-278.305,415.387
1110.000,-286.561,409.735
1110.000,-294.701,403.920
1110.000,-302.724,397.942
1110.000,-310.626,391.805
1110.000,-318.404,385.512
1110.000,-326.053,379.064
1110.000,-333.573,372.464
1110.000,-340.959,365.715
1110.000,-348.208,358.819
1110.000,-355.318,351.780
1110.000,-362.285,344.600
1110.000,-369.108,337.283
1110.000,-375.782,329.830
1110.000,-382.307,322.245
1110.000,-388.678,314.531
1110.000,-394.893,306.691
1110.000,-400.951,298.728
1110.000,-406.848,290.646
1110.000,-412.582,282.447
1110.000,-418.151,274.135
1110.000,-423.552,265.713
1110.000,-428.784,257.185
1110.000,-433.844,248.555
1110.000,-438.730,239.824
1110.000,-443.441,230.998
1110.000,-447.974,222.079
1110.000,-452.328,213.071
1110.000,-456.501,203.977
1110.000,-460.491,194.803
1110.000,-464.297,185.550
1110.000,-467.916,176.223
1110.000,-471.349,166.825
1110.000,-474.592,157.360
1110.000,-477.646,147.833
1110.000,-480.508,138.246
1110.000,-483.178,128.604
1110.000,-485.655,118.910
1110.000,-487.937,109.169
1110.000,-490.023,99.384
1110.000,-491.914,89.560
1110.000,-493.607,79.699
1110.000,-495.103,69.807
1110.000,-496.401,59.886
1110.000,-497.500,49.942
1110.000,-498.399,39.978
1110.000,-499.099,29.997
1110.000,-499.600,20.005
1110.000,-499.900,10.004
1110.000,-500.000,0.000
1120.000,500.000,0.000
1120.000,499.900,10.004
1120.000,499.600,20.005
1120.000,499.099,29.997
1120.000,498.399,39.978
1120.000,497.500,49.942
1120.000,496.401,59.886
1120.000,495.103,69.807
1120.000,493.607,79.699
1120.000,491.914,89.560
1120.000,490.023,99.384
1120.000,487.937,109.169
1120.000,485.655,118.910
1120.000,483.178,128.604
1120.000,480.508,138.246
1120.000,477.646,147.833
1120.000,474.592,157.360
1120.000,471.349,166.825
1120.000,467.916,176.223
1120.000,464.297,185.550
1120.000,460.491,194.803
1120.000,456.501,203.977
1120.000,452.328,213.071
1120.000,447.974,222.079
1120.000,443.441,230.998
1120.000,438.730,239.824
1120.000,433.844,248.555
1120.000,428.784,257.185
1120.000,423.552,265.713
1120.000,418.151,274.135
1120.000,412.582,282.447
1120.000,406.848,290.646
1120.000,400.951,298.728
1120.000,394.893,306.691
1120.000,388.678,314.531
1120.000,382.307,322.245
1120.000,375.782,329.830
1120.000,369.108,337.283
1120.000,362.285,344.600
1120.000,355.318,351.780
1120.000,348.208,358.819
1120.000,340.959,365.715
1120.000,333.573,372.464
1120.000,326.053,379.064
1120.000,318.404,385.512
1120.000,310.626,391.805
1120.000,302.724,397.942
1120.000,294.701,403.920
1120.000,286.561,409.735
1120.000,278.305,415.387
1120.000,269.938,420.872
1120.000,261.463,426.189
1120.000,252.883,431.336
1120.000,244.201,436.309
1120.000,235.423,441.108
1120.000,226.549,445.730
1120.000,217.586,450.174
1120.000,208.535,454.437
1120.000,199.400,458.519
1120.000,190.186,462.417
1120.000,180.895,466.130
1120.000,171.532,469.656
1120.000,162.101,472.994
1120.000,152.604,476.143
1120.000,143.047,479.101
1120.000,133.432,481.867
1120.000,123.763,484.441
1120.000,114.046,486.820
1120.000,104.282,489.004
1120.000,94.477,490.993
1120.000,84.634,492.785
1120.000,74.757,494.380
1120.000,64.850,495.777
1120.000,54.917,496.975
1120.000,44.962,497.974
1120.000,34.989,498.774
1120.000,25.002,499.374
1120.000,15.005,499.775
1120.000,5.002,499.975
1120.000,-5.002,499.975
1120.000,-15.005,499.775
1120.000,-25.002,499.374
1120.000,-34.989,498.774
1120.000,-44.962,497.974
1120.000,-54.917,496.975
1120.000,-64.850,495.777
1120.000,-74.757,494.380
1120.000,-84.634,492.785
1120.000,-94.477,490.993
1120.000,-104.282,489.004
1120.000,-114.046,486.820
1120.000,-123.763,484.441
1120.000,-133.432,481.867
1120.000,-143.047,479.101
1120.000,-152.604,476.143
1120.000,-162.101,472.994
1120.000,-171.532,469.656
1120.000,-180.895,466.130
1120.000,-190.186,462.417
1120.000,-199.400,458.519
1120.000,-208.535,454.437
1120.000,-217.586,450.174
1120.000,-226.549,445.730
1120.000,-235.423,441.108
1120.000,-244.201,436.309
1120.000,-252.883,431.336
1120.000,-261.463,426.189
1120.000,-269.938,420.872
1120.000,-278.305,415.387
1120.000,-286.561,409.735
1120.000,-294.701,403.920
1120.000,-302.724,397.942
1120.000,-310.626,391.805
1120.000,-318.404,385.512
1120.000,-326.053,379.064
1120.000,-333.573,372.464
1120.000,-340.959,365.715
1120.000,-348.208,358.819
1120.000,-355.318,351.780
1120.000,-362.285,344.600
1120.000,-369.108,337.283
1120.000,-375.782,329.830
1120.000,-382.307,322.245
1120.000,-388.678,314.531
1120.000,-394.893,306.691
1120.000,-400.951,298.728
1120.000,-406.848,290.646
1120.000,-412.582,282.447
1120.000,-418.151,274.135
1120.000,-423.552,265.713
1120.000,-428.784,257.185
1120.000,-433.844,248.555
1120.000,-438.730,239.824
1120.000,-443.441,230.998
1120.000,-447.974,222.079
1120.000,-452.328,213.071
1120.000,-456.501,203.977
1120.000,-460.491,194.803
1120.000,-464.297,185.550
1120.000,-467.916,176.223
1120.000,-471.349,166.825
1120.000,-474.592,157.360
1120.000,-477.646,147.833
1120.000,-480.508,138.246
1120.000,-483.178,128.604
1120.000,-485.655,118.910
1120.000,-487.937,109.169
1120.000,-490.023,99.384
1120.000,-491.914,89.560
1120.000,-493.607,79.699
1120.000,-495.103,69.807
1120.000,-496.401,59.886
1120.000,-497.500,49.942
1120.000,-498.399,39.978
1120.000,-499.099,29.997
1120.000,-499.600,20.005
1120.000,-499.900,10.004
1120.000,-500.000,0.000
1130.000,500.000,0.000
1130.000,499.900,10.004
1130.000,499.600,20.005
1130.000,499.099,29.997
1130.000,498.399,39.978
1130.000,497.500,49.942
1130.000,496.401,59.886
1130.000,495.103,69.807
1130.000,493.607,79.699
1130.000,491.914,89.560
1130.000,490.023,99.384
1130.000,487.937,109.169
1130.000,485.655,118.910
1130.000,483.178,128.604
1130.000,480.508,138.246
1130.000,477.646,147.833
1130.000,474.592,157.360
1130.000,471.349,166.825
1130.000,467.916,176.223
1130.000,464.297,185.550
1130.000,460.491,194.803
1130.000,456.501,203.977
1130.000,452.328,213.071
1130.000,447.974,222.079
1130.000,443.441,230.998
1130.000,438.730,239.824
1130.000,433.844,248.555
1130.000,428.784,257.185
1130.000,423.552,265.713
1130.000,418.151,274.135
1130.000,412.582,282.447
1130.000,406.848,290.646
1130.000,400.951,298.728
1130.000,394.893,306.691
1130.000,388.678,314.531
1130.000,382.307,322.245
1130.000,375.782,329.830
1130.000,369.108,337.283
1130.000,362.285,344.600
1130.000,355.318,351.780
1130.000,348.208,358.819
1130.000,340.959,365.715
1130.000,333.573,372.464
1130.000,326.053,379.064
1130.000,318.404,385.512
1130.000,310.626,391.805
1130.000,302.724,397.942
1130.000,294.701,403.920
1130.000,286.561,409.735
1130.000,278.305,415.387
1130.000,269.938,420.872
1130.000,261.463,426.189
1130.000,252.883,431.336
1130.000,244.201,436.309
1130.000,235.423,441.108
1130.000,226.549,445.730
1130.000,217.586,450.174
1130.000,208.535,454.437
1130.000,199.400,458.519
1130.000,190.186,462.417
1130.000,180.895,466.130
1130.000,171.532,469.656
1130.000,162.101,472.994
1130.000,152.604,476.143
1130.000,143.047,479.101
1130.000,133.432,481.867
1130.000,123.763,484.441
1130.000,114.046,486.820
1130.000,104.282,489.004
1130.000,94.477,490.993
1130.000,84.634,492.785
1130.000,74.757,494.380
1130.000,64.850,495.777
1130.000,54.917,496.975
1130.000,44.962,497.974
1130.000,34.989,498.774
1130.000,25.002,499.374
1130.000,15.005,499.775
1130.000,5.002,499.975
1130.000,-5.002,499.975
1130.000,-15.005,499.775
1130.000,-25.002,499.374
1130.000,-34.989,498.774
1130.000,-44.962,497.974
1130.000,-54.917,496.975
1130.000,-64.850,495.777
1130.000,-74.757,494.380
1130.000,-84.634,492.785
1130.000,-94.477,490.993
1130.000,-104.282,489.004
1130.000,-114.046,486.820
1130.000,-123.763,484.441
1130.000,-133.432,481.867
1130.000,-143.047,479.101
1130.000,-152.604,476.143
1130.000,-162.101,472.994
1130.000,-171.532,469.656
1130.000,-180.895,466.130
1130.000,-190.186,462.417
1130.000,-199.400,458.519
1130.000,-208.535,454.437
1130.000,-217.586,450.174
1130.000,-226.549,445.730
1130.000,-235.423,441.108
1130.000,-244.201,436.309
1130.000,-252.883,431.336
1130.000,-261.463,426.189
1130.000,-269.938,420.872
1130.000,-278.305,415.387
1130.000,-286.561,409.735
1130.000,-294.701,403.920
1130.000,-302.724,397.942
1130.000,-310.626,391.805
1130.000,-318.404,385.512
1130.000,-326.053,379.064
1130.000,-333.573,372.464
1130.000,-340.959,365.715
1130.000,-348.208,358.819
1130.000,-355.318,351.780
1130.000,-362.285,344.600
1130.000,-369.108,337.283
1130.000,-375.782,329.830
1130.000,-382.307,322.245
1130.000,-388.678,314.531
1130.000,-394.893,306.691
1130.000,-400.951,298.728
1130.000,-406.848,290.646
1130.000,-412.582,282.447
1130.000,-418.151,274.135
1130.000,-423.552,265.713
1130.000,-428.784,257.185
1130.000,-433.844,248.555
1130.000,-438.730,239.824
1130.000,-443.441,230.998
1130.000,-447.974,222.079
1130.000,-452.328,213.071
1130.000,-456.501,203.977
1130.000,-460.491,194.803
1130.000,-464.297,185.550
1130.000,-467.916,176.223
1130.000,-471.349,166.825
1130.000,-474.592,157.360
1130.000,-477.646,147.833
1130.000,-480.508,138.246
1130.000,-483.178,128.604
1130.000,-485.655,118.910
1130.000,-487.937,109.169
1130.000,-490.023,99.384
1130.000,-491.914,89.560
1130.000,-493.607,79.699
1130.000,-495.103,69.807
1130.000,-496.401,59.886
1130.000,-497.500,49.942
1130.000,-498.399,39.978
1130.000,-499.099,29.997
1130.000,-499.600,20.005
1130.000,-499.900,10.004
1130.000,-500.000,0.000
1140.000,500.000,0.000
1140.000,499.900,10.004
1140.000,499.600,20.005
1140.000,499.099,29.997
1140.000,498.399,39.978
1140.000,497.500,49.942
1140.000,496.401,59.886
1140.000,495.103,69.807
1140.000,493.607,79.699
1140.000,491.914,89.560
1140.000,490.023,99.384
1140.000,487.937,109.169
1140.000,485.655,118.910
1140.000,483.178,128.604
1140.000,480.508,138.246
1140.000,477.646,147.833
1140.000,474.592,157.360
1140.000,471.349,166.825
1140.000,467.916,176.223
1140.000,464.297,185.550
1140.000,460.491,194.803
1140.000,456.501,203.977
1140.000,452.328,213.071
1140.000,447.974,222.079
1140.000,443.441,230.998
1140.000,438.730,239.824
1140.000,433.844,248.555
1140.000,428.784,257.185
1140.000,423.552,265.713
1140.000,418.151,274.135
1140.000,412.582,282.447
1140.000,406.848,290.646
1140.000,400.951,298.728
1140.000,394.893,306.691
1140.000,388.678,314.531
1140.000,382.307,322.245
1140.000,375.782,329.830
1140.000,369.108,337.283
1140.000,362.285,344.600
1140.000,355.318,351.780
1140.000,348.208,358.819
1140.000,340.959,365.715
1140.000,333.573,372.464
1140.000,326.053,379.064
1140.000,318.404,385.512
1140.000,310.626,391.805
1140.000,302.724,397.942
1140.000,294.701,403.920
1140.000,286.561,409.735
1140.000,278.305,415.387
1140.000,269.938,420.872
1140.000,261.463,426.189
1140.000,252.883,431.336
1140.000,244.201,436.309
1140.000,235.423,441.108
1140.000,226.549,445.730
1140.000,217.586,450.174
1140.000,208.535,454.437
1140.000,199.400,458.519
1140.000,190.186,462.417
1140.000,180.895,466.130
1140.000,171.532,469.656
1140.000,162.101,472.994
1140.000,152.604,476.143
1140.000,143.047,479.101
1140.000,133.432,481.867
1140.000,123.763,484.441
1140.000,114.046,486.820
1140.000,104.282,489.004
1140.000,94.477,490.993
1140.000,84.634,492.785
1140.000,74.757,494.380
1140.000,64.850,495.777
1140.000,54.917,496.975
1140.000,44.962,497.974
1140.000,34.989,498.774
1140.000,25.002,499.374
1140.000,15.005,499.775
1140.000,5.002,499.975
1140.000,-5.002,499.975
1140.000,-15.005,499.775
1140.000,-25.002,499.374
1140.000,-34.989,498.774
1140.000,-44.962,497.974
1140.000,-54.917,496.975
1140.000,-64.850,495.777
1140.000,-74.757,494.380
1140.000,-84.634,492.785
1140.000,-94.477,490.993
1140.000,-104.282,489.004
1140.000,-114.046,486.820
1140.000,-123.763,484.441
1140.000,-133.432,481.867
1140.000,-143.047,479.101
1140.000,-152.604,476.143
1140.000,-162.101,472.994
1140.000,-171.532,469.656
1140.000,-180.895,466.130
1140.000,-190.186,462.417
1140.000,-199.400,458.519
1140.000,-208.535,454.437
1140.000,-217.586,450.174
1140.000,-226.549,445.730
1140.000,-235.423,441.108
1140.000,-244.201,436.309
1140.000,-252.883,431.336
1140.000,-261.463,426.189
1140.000,-269.938,420.872
1140.000,-278.305,415.387
1140.000,-286.561,409.735
1140.000,-294.701,403.920
1140.000,-302.724,397.942
1140.000,-310.626,391.805
1140.000,-318.404,385.512
1140.000,-326.053,379.064
1140.000,-333.573,372.464
1140.000,-340.959,365.715
1140.000,-348.208,358.819
1140.000,-355.318,351.780
1140.000,-362.285,344.600
1140.000,-369.108,337.283
1140.000,-375.782,329.830
1140.000,-382.307,322.245
1140.000,-388.678,314.531
1140.000,-394.893,306.691
1140.000,-400.951,298.728
1140.000,-406.848,290.646
1140.000,-412.582,282.447
1140.000,-418.151,274.135
1140.000,-423.552,265.713
1140.000,-428.784,257.185
1140.000,-433.844,248.555
1140.000,-438.730,239.824
1140.000,-443.441,230.998
1140.000,-447.974,222.079
1140.000,-452.328,213.071
1140.000,-456.501,203.977
1140.000,-460.491,194.803
1140.000,-464.297,185.550
1140.000,-467.916,176.223
1140.000,-471.349,166.825
1140.000,-474.592,157.360
1140.000,-477.646,147.833
1140.000,-480.508,138.246
1140.000,-483.178,128.604
1140.000,-485.655,118.910
1140.000,-487.937,109.169
1140.000,-490.023,99.384
1140.000,-491.914,89.560
1140.000,-493.607,79.699
1140.000,-495.103,69.807
1140.000,-496.401,59.886
1140.000,-497.500,49.942
1140.000,-498.399,39.978
1140.000,-499.099,29.997
1140.000,-499.600,20.005
1140.000,-499.900,10.004
1140.000,-500.000,0.000
1150.000,500.000,0.000
1150.000,499.900,10.004
1150.000,499.600,20.005
1150.000,499.099,29.997
1150.000,498.399,39.978
1150.000,497.500,49.942
1150.000,496.401,59.886
1150.000,495.103,69.807
1150.000,493.607,79.699
1150.000,491.914,89.560
1150.000,490.023,99.384
1150.000,487.937,109.169
1150.000,485.655,118.910
1150.000,483.178,128.604
1150.000,480.508,138.246
1150.000,477.646,147.833
1150.000,474.592,157.360
1150.000,471.349,166.825
1150.000,467.916,176.223
1150.000,464.297,185.550
1150.000,460.491,194.803
1150.000,456.501,203.977
1150.000,452.328,213.071
1150.000,447.974,222.079
1150.000,443.441,230.998
1150.000,438.730,239.824
1150.000,433.844,248.555
1150.000,428.784,257.185
1150.000,423.552,265.713
1150.000,418.151,274.135
1150.000,412.582,282.447
1150.000,406.848,290.646
1150.000,400.951,298.728
1150.000,394.893,306.691
1150.000,388.678,314.531
1150.000,382.307,322.245
1150.000,375.782,329.830
1150.000,369.108,337.283
1150.000,362.285,344.600
1150.000,355.318,351.780
1150.000,348.208,358.819
1150.000,340.959,365.715
1150.000,333.573,372.464
1150.000,326.053,379.064
1150.000,318.404,385.512
1150.000,310.626,391.805
1150.000,302.724,397.942
1150.000,294.701,403.920
1150.000,286.561,409.735
1150.000,278.305,415.387
1150.000,269.938,420.872
1150.000,261.463,426.189
1150.000,252.883,431.336
1150.000,244.201,436.309
1150.000,235.423,441.108
1150.000,226.549,445.730
1150.000,217.586,450.174
1150.000,208.535,454.437
1150.000,199.400,458.519
1150.000,190.186,462.417
1150.000,180.895,466.130
1150.000,171.532,469.656
1150.000,162.101,472.994
1150.000,152.604,476.143
1150.000,143.047,479.101
1150.000,133.432,481.867
1150.000,123.763,484.441
1150.000,114.046,486.820
1150.000,104.282,489.004
1150.000,94.477,490.993
1150.000,84.634,492.785
1150.000,74.757,494.380
1150.000,64.850,495.777
1150.000,54.917,496.975
1150.000,44.962,497.974
1150.000,34.989,498.774
1150.000,25.002,499.374
1150.000,15.005,499.775
1150.000,5.002,499.975
1150.000,-5.002,499.975
1150.000,-15.005,499.775
1150.000,-25.002,499.374
1150.000,-34.989,498.774
1150.000,-44.962,497.974
1150.000,-54.917,496.975
1150.000,-64.850,495.777
1150.000,-74.757,494.380
1150.000,-84.634,492.785
1150.000,-94.477,490.993
1150.000,-104.282,489.004
1150.000,-114.046,486.820
1150.000,-123.763,484.441
1150.000,-133.432,481.867
1150.000,-143.047,479.101
1150.000,-152.604,476.143
1150.000,-162.101,472.994
1150.000,-171.532,469.656
1150.000,-180.895,466.130
1150.000,-190.186,462.417
1150.000,-199.400,458.519
1150.000,-208.535,454.437
1150.000,-217.586,450.174
1150.000,-226.549,445.730
1150.000,-235.423,441.108
1150.000,-244.201,436.309
1150.000,-252.883,431.336
1150.000,-261.463,426.189
1150.000,-269.938,420.872
1150.000,-278.305,415.387
1150.000,-286.561,409.735
1150.000,-294.701,403.920
1150.000,-302.724,397.942
1150.000,-310.626,391.805
1150.000,-318.404,385.512
1150.000,-326.053,379.064
1150.000,-333.573,372.464
1150.000,-340.959,365.715
1150.000,-348.208,358.819
1150.000,-355.318,351.780
1150.000,-362.285,344.600
1150.000,-369.108,337.283
1150.000,-375.782,329.830
1150.000,-382.307,322.245
1150.000,-388.678,314.531
1150.000,-394.893,306.691
1150.000,-400.951,298.728
1150.000,-406.848,290.646
1150.000,-412.582,282.447
1150.000,-418.151,274.135
1150.000,-423.552,265.713
1150.000,-428.784,257.185
1150.000,-433.844,248.555
1150.000,-438.730,239.824
1150.000,-443.441,230.998
1150.000,-447.974,222.079
1150.000,-452.328,213.071
1150.000,-456.501,203.977
1150.000,-460.491,194.803
1150.000,-464.297,185.550
1150.000,-467.916,176.223
1150.000,-471.349,166.825
1150.000,-474.592,157.360
1150.000,-477.646,147.833
1150.000,-480.508,138.246
1150.000,-483.178,128.604
1150.000,-485.655,118.910
1150.000,-487.937,109.169
1150.000,-490.023,99.384
1150.000,-491.914,89.560
1150.000,-493.607,79.699
1150.000,-495.103,69.807
1150.000,-496.401,59.886
1150.000,-497.500,49.942
1150.000,-498.399,39.978
1150.000,-499.099,29.997
1150.000,-499.600,20.005
1150.000,-499.900,10.004
1150.000,-500.000,0.000
1160.000,500.000,0.000
1160.000,499.900,10.004
1160.000,499.600,20.005
1160.000,499.099,29.997
1160.000,498.399,39.978
1160.000,497.500,49.942
1160.000,496.401,59.886
1160.000,495.103,69.807
1160.000,493.607,79.699
1160.000,491.914,89.560
1160.000,490.023,99.384
1160.000,487.937,109.169
1160.000,485.655,118.910
1160.000,483.178,128.604
1160.000,480.508,138.246
1160.000,477.646,147.833
1160.000,474.592,157.360
1160.000,471.349,166.825
1160.000,467.916,176.223
1160.000,464.297,185.550
1160.000,460.491,194.803
1160.000,456.501,203.977
1160.000,452.328,213.071
1160.000,447.974,222.079
1160.000,443.441,230.998
1160.000,438.730,239.824
1160.000,433.844,248.555
1160.000,428.784,257.185
1160.000,423.552,265.713
1160.000,418.151,274.135
1160.000,412.582,282.447
1160.000,406.848,290.646
1160.000,400.951,298.728
1160.000,394.893,306.691
1160.000,388.678,314.531
1160.000,382.307,322.245
1160.000,375.782,329.830
1160.000,369.108,337.283
1160.000,362.285,344.600
1160.000,355.318,351.780
1160.000,348.208,358.819
1160.000,340.959,365.715
1160.000,333.573,372.464
1160.000,326.053,379.064
1160.000,318.404,385.512
1160.000,310.626,391.805
1160.000,302.724,397.942
1160.000,294.701,403.920
1160.000,286.561,409.735
1160.000,278.305,415.387
1160.000,269.938,420.872
1160.000,261.463,426.189
1160.000,252.883,431.336
1160.000,244.201,436.309
1160.000,235.423,441.108
1160.000,226.549,445.730
1160.000,217.586,450.174
1160.000,208.535,454.437
1160.000,199.400,458.519
1160.000,190.186,462.417
1160.000,180.895,466.130
1160.000,171.532,469.656
1160.000,162.101,472.994
1160.000,152.604,476.143
1160.000,143.047,479.101
1160.000,133.432,481.867
1160.000,123.763,484.441
1160.000,114.046,486.820
1160.000,104.282,489.004
1160.000,94.477,490.993
1160.000,84.634,492.785
1160.000,74.757,494.380
1160.000,64.850,495.777
1160.000,54.917,496.975
1160.000,44.962,497.974
1160.000,34.989,498.774
1160.000,25.002,499.374
1160.000,15.005,499.775
1160.000,5.002,499.975
1160.000,-5.002,499.975
1160.000,-15.005,499.775
1160.000,-25.002,499.374
1160.000,-34.989,498.774
1160.000,-44.962,497.974
1160.000,-54.917,496.975
1160.000,-64.850,495.777
1160.000,-74.757,494.380
1160.000,-84.634,492.785
1160.000,-94.477,490.993
1160.000,-104.282,489.004
1160.000,-114.046,486.820
1160.000,-123.763,484.441
1160.000,-133.432,481.867
1160.000,-143.047,479.101
